1bXjw22hDnG7r08r4lP6kJWaM2zriRVd3	AFederatedDeepLearningFrameworkforReal.pdf	113154
1buAUT9HhbAJZOcyYn6vgrwEV8r14blXi	CybersecurityforCriticalInfrastructureProtectingNationalAssetsintheDigitalAge.pdf	337802
1d8IFE-8nR5dN3xdWiaZUaQbWlvxsghko	Real-TimeAIModelsforPreventingLarge-ScaleCyberterroristAttacksonCriticalInfrastructure.pdf	169865
1d9C_lSJ01mjthKfS-nVJbaCdlHwCSGuU	SecuringU.S.nationalinterestswithcloudinnovation-datasovereigntythreatintelligenceanddigitalwarfarepreparedness.pdf	897146
1dSyFIdumW5OlMUG2r3mbjwErLnkFle5z	c68e55b791c3c0156f8c96eb15287476c2fe.pdf	928194
1ev_Np0paAiQ6ZjJ_30QZqVkqrFB-HHfO	FHI19_Digmelashvili.pdf	287393
1f4jS8Tu8o-BONVngbRmbWtoqbIPlvBYJ	IJSRA-2024-1186.pdf	879064
1f6jGcK6z_BNWuP6j9v24S2q5cBH3kKpO	WJARR-2024-0607.pdf	834619
1fHR3arLl_tj3BznU3ZwJ2V5n49dyz0zr	IntegratedFederatedThreatIntelligenceandNeuro.pdf	221403
1flqTsx9aOH0u4m970G5Iqrns1IUgNPpy	ACognitiveCyberDefenseEcosystemforDetectingCoordinatedMulti.pdf	171936
1hJhR8EN_iiAStbkePIkbiBmN46VqhQ3v	sensors-23-04539.pdf	4308935
1hKKlwZjwJS2_BV3CiPhCKhSeYdT83cN7	ExplainableArtificialIntelligenceforReal.pdf	137184
1hLkp4EJy-tqqJ4VxzOJpp6s_OoFuqkRK	techrxiv.175085869.97198541%2Fv1.pdf	116561
1hjGheP7DYTB8-g6rYrvyZ6hVHAVCUlk_	3832+templete+Baru+Jim-id.pdf	366441
1hsuLi5s3ekMOLuKXShTZkph8ebSyX60T	StrengtheningCybersecurityMeasuresfortheDefenseofCriticalInfrastructureintheUnitedStates.pdf	855172
1k1KIxrqzBD51iGhLipYEg2P7kcPr0ZXZ	Mypublication.pdf	1229607
1k4hCkthUFekSi3B6DHl-tK99sVt6KRXv	17.pdf	141855
1kWrqz26OH5UmiCdyv9n5WRaStLURPrKN	1-s2.0-S2772918423000188-main.pdf	766841
1lWLqspn5r87Abxcw8-pWDTCZLgJuba2r	14+Dimitrov,+Evgeni+Andreev+7080-24487-1-LE.pdf	390108
1msB1qxqbTCGJW0QCDZzjIv6FIijAG_Rl	CYBER+SECURITY+OF+A+CRITICAL+INFRASTRUCTURE.pdf	751720
1nuwKo236cLy6DVzkCZPD8bo9dqz7-Msh	FederatedCognitiveThreatIntelligencePlatformforExplainableSecurityAnalyticsandAutomatedGovernanceAcrossDistributedUSInfrastructureNetworks.pdf	182073
1oPdxa9Q57aZeT9aGDwVCuhOAQNNl2Lr6	084_Cook.pdf	633158
1oRlKW2p8NskCzL36Zad3Tb-wbnd8SAnk	ANationalCyberFusionIntelligenceFrameworkUsingAIandBigDataAnalyticsforCriticalInfrastructureThreatCorrelationandPrediction.pdf	167633
1oifMrVif0S6fNAt4gBS5FJrHD8Fx-wpA	10.2478_ijssis-2023-0012.pdf	859857
1rPPk69qCDRDKRYvtzYwdVF51EG_vW89g	sustainability-15-13369.pdf	3255600
1rtxAOQoiV86Vf6qvpAE7Q6OjoX1JWvPl	au.175390612.20874865%2Fv1.pdf	2709884
1rzcf342PNZmLaM9QGi_qCqVpcVLkbPdV	IJSRA-2024-1185.pdf	873346
1t-iSDjKiV2uXafXQ4jPB5ie8cddu1601	UsingAIandMachineLearningtoPredictandMitigateCybersecurityRisksinCriticalInfrastructure.pdf	802736
1tN06ysMtp4hDRU7u9hUWqFFdapljQArN	AFederatedThreatIntelligenceGraphModelforCross.pdf	168044
1td4-VYaqkEX7S_FVbshMltCRjyYfKzRr	JournalofNaturalSciences2023Vol3Issue1.pdf	4876585
1uvHhgdzpR8i_jCuZZQ26qP7XMt9O1Xey	phdunige_5157198.pdf	2732939
1uxO5eMNyTIo2a2Us7i9UScC18iWFlZzT	192-879-2-PB_250307_222436.pdf	615408
1uyFOjAUMcJ0kYenyqBEYtN3VNHhIR8kC	applsci-13-02607.pdf	2100509
1wZvoGLHRUDggKwpGb9ojg9MFwew6YVp_	AdaptiveFederatedExplainableAnomalyDetectionandLLM.pdf	210089
1xD9-1hrXYslrRX5vl2SBJCyXjI7EaPUf	medcalfe_david_LLM_ 2024.pdf	716429
1xNaxkDZzLFrfF8sXGO_iTSTWBVuJ0Fys	141406.pdf	673213
1y1b3GG_KrKnMr7UJBZeBZKUn5h7OTRSo	Term Paper -- Applying Diamond Model and Policy Assessment.pdf	394938
1z60kXw-t1JuF8RU68-w9vSK5da-ncTiF	AutonomousIncidentResponseSystemsUsingSwarmIntelligenceforLarge.pdf	140587
1zC1szNlt51zZqflNkyvgdBz5EVm19--u	7.pdf	426150
1zSXkx4KWISa5YmDEAooWw8ErmgS0ipr_	Published.pdf	940181
